uniqueid,hhid,surveyid,surveyor,surveydate,surveytime,survey_complete,superpresent,scrutinizedyn,backcheckedyn,sex,age,educ,income,addressdur,addressdur_unit,areadur,areadur_unit,occupation,occupationother,castename,castecode,literateyn,treatment,own4wheeleryn,own4wheelernum,own4wheelervalue,own4wheelertheft,own4wheelertheftnum,theftfromcaryn,theftfromcarnum,own2wheeleryn,own2wheelernum,own2wheelervalue,own2wheelertheft,own2wheelertheftnum,own2wheelertheftvictim_1,own2wheelertheftvictim_2,cycleownyn,cycleownnum,cycleownvalue,cycletheftyn,cycletheftnum,cycletheftvictim_1,cycletheftvictim_2,burglaryyn,burglarynum,attemptedburglaryyn,attemptedburglarynum,vandalismyn,vandalismnum,trespassingyn,trespassingnum,robberyyn,robberynum,robberyvictim_1,robberyvictim_2,theftyn,theftnum,theftvictim_1,theftvictim_2,thanavisityn,thanavisitreason,thanavisitreason_other,surveytime2,thanavisitreason_other2,exit,base_age,base_income,base_educ
71,1111047,112,Joseph,11302014,6125,1,0,1,0,1,45,0,2969,64,1,64,1,1,,GUJAR.,NA,0,1,1,1,3291,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,102.08334,NA,1,44,1958,None or anganwadi
72,1111048,102,Joseph,08172013,6993,1,0,1,0,2,30,0,961,15,1,15,1,2,,GUJAR,NA,0,1,1,1,3018,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,3151,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,NA,NA,NA,NA,NA,NA
73,1111049,105,Joseph,12292014,7119,1,0,1,0,1,55,9,3543,55,1,55,3,1,,GUJAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.65,NA,1,54,3054,9
74,1111059,999,Grace,11172013,7275,1,0,1,0,1,42,0,1485,42,1,42,4,2,,MALI,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.25,NA,1,41,2866,None or anganwadi
75,1111063,1000,Grace,08232014,7920,1,0,1,0,2,60,0,2790,65,2,65,3,2,,MALI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,132,NA,1,59,3363,None or anganwadi
76,1111066,997,Grace,10162013,6452,1,0,1,0,2,30,0,1898,50,1,50,2,2,,MO LI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,3321,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.53333,NA,1,29,3241,None or anganwadi
77,1111069,998,David,09202013,8967,1,0,1,0,2,55,0,2911,40,2,40,2,1,,MALI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3445,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,149.45,NA,1,54,2068,None or anganwadi
78,1111075,116,David,12192013,6622,1,0,1,1,2,35,0,3955,40,2,40,4,2,,KUMHAR,2,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.36667,NA,1,34,2913,None or anganwadi
79,1111081,993,Benjamin,08132014,4661,1,0,1,0,2,38,0,3049,40,2,40,3,1,,GURJAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,77.683334,NA,1,37,4294,None or anganwadi
80,1112005,44,Caroline,11242014,7375,1,0,1,1,1,65,0,2988,65,2,65,3,1,,"MEENA,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2962,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.91666,NA,1,64,2343,None or anganwadi
81,1112008,56,Peter,11122014,7707,1,0,1,0,1,30,5,2175,30,3,30,3,1,,SHARMA,1,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.45,NA,1,29,2449,5
82,1112010,50,Peter,10262013,5342,1,0,1,1,1,25,15,1280,60,3,60,4,1,,MEENA,3,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3032,2,NA,NA,NA,1,2,2598,1,1,1,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,89.033333,NA,1,24,3215,Post-graduate
83,1112017,39,Mary,11292014,6426,1,0,1,0,1,40,8,4045,22,1,22,2,1,,MEENA,NA,1,0,1,1,3451,0,NA,1,1,1,1,3488,2,NA,NA,NA,1,1,2887,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.1,NA,1,39,1313,8
84,1112022,34,Mary,11272014,6298,1,0,1,0,2,30,0,3094,19,3,19,3,1,,MALI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3084,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.96667,NA,1,29,4105,None or anganwadi
85,1112036,41,John,09262014,7901,1,0,1,0,2,45,0,3203,45,3,45,4,1,,MERA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,3481,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.68333,NA,1,44,1546,None or anganwadi
86,1112040,38,John,11152014,5200,0,0,1,0,1,25,14,3977,50,2,50,4,1,,MERA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,86.666664,NA,1,24,3498,Graduate
87,1112042,42,John,09172014,7135,1,0,1,0,2,40,0,2004,40,1,40,4,1,,MERA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2884,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.91666,NA,1,39,2504,None or anganwadi
88,1113003,2,John,11112013,7854,1,0,1,0,1,1972,0,1415,70,1,70,1,1,,KUMHAR,2,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3368,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,1,3,8,NA,2,,,130.89999,NA,1,1972,2320,None or anganwadi
89,1113008,6,John,08112013,7504,1,0,1,0,2,30,0,79,80,2,80,2,1,,MUSALMAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2983,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
90,1113011,9,John,11212014,7825,1,0,1,0,1,35,0,3107,35,1,35,1,1,,"MUSALMAN,",6,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2770,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
91,1113012,11,Sam,08132014,9281,1,1,1,NA,1,1976,10,2901,30,1,30,1,1,,"MUSLIM,",NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3249,2,NA,NA,NA,1,1,3429,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,1,1,5,NA,2,,,154.68333,NA,1,1976,3712,10
92,1113014,5,Sam,12182013,6381,1,0,1,1,2,30,0,3716,15,1,15,1,2,,MUSLIM,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,106.35,NA,1,29,2371,None or anganwadi
93,1113023,40,Caroline,08272013,8453,1,0,1,0,1,22,6,3042,22,1,22,3,2,,RAJPUT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3076,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,140.88333,NA,1,21,2359,6
94,1113030,25,Benjamin,11282014,8151,1,0,1,0,2,55,0,1723,69,1,69,2,1,,NAI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.85001,NA,1,54,1652,None or anganwadi
95,1113039,12,Grace,10162014,7602,1,NA,1,1,1,1983,8,2023,21,2,21,4,2,,SAINI,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,126.7,NA,1,1983,2364,8
96,1113051,37,John,08232013,5672,1,0,1,0,1,18,13,2970,55,2,55,3,2,, MEGHWAL,3,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2537,2,NA,NA,NA,1,1,2796,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,94.533333,NA,1,17,1535,University but not graduate
97,1114007,10,Mary,08142013,6466,1,0,1,1,1,30,7,1151,30,1,30,1,3,,JATAV.,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2814,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.76667,NA,1,29,3412,7
98,1114036,1,David,09232014,6440,1,0,1,0,1,67,0,2227,67,1,67,2,1,,AHIR,2,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2788,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.33334,NA,1,66,1840,None or anganwadi
99,1114054,28,David,11282014,5642,0,1,1,NA,1,40,5,3281,40,2,40,2,1,,MUSLIM,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2796,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,94.033333,NA,1,39,2695,5
100,1115017,98,Sam,12302013,7668,1,0,1,0,1,80,0,727,80,2,80,4,1,,YADAV.,2,0,1,2,NA,NA,NA,NA,NA,NA,1,1,3025,1,1,1,NA,1,1,2641,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.8,NA,1,79,2092,None or anganwadi
101,1115026,104,Anna,09172014,6511,1,0,1,0,2,32,11,5030,40,2,40,2,7,,YADAV,2,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3033,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.51667,NA,1,31,2793,11
102,1115056,100,Anna,10132013,5440,1,0,1,0,1,35,10,4458,35,2,35,4,1,,YADAV,2,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3195,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,90.666664,NA,1,34,2455,10
103,1116005,66,Grace,08212014,8196,1,0,1,0,2,1975,0,2739,70,1,70,1,1,,MEV,NA,0,1,1,1,3072,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,2,3327,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,136.60001,NA,1,1975,2596,None or anganwadi
104,1116009,70,Sam,08112013,6926,1,0,1,1,1,38,0,2958,40,2,8,3,2,,MEV,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To say hello/to chat,,115.43333,NA,1,37,1613,None or anganwadi
105,1116035,87,Anna,08152014,7765,1,0,1,0,1,60,0,3341,20,1,20,1,2,,MEV,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,3220,2,NA,NA,NA,1,1,3375,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.41667,NA,1,59,3468,None or anganwadi
106,1116045,91,Anna,10112013,7059,1,0,1,NA,1,1970,0,1937,22,1,22,3,2,,YADAV,2,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3088,2,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.65,NA,1,1970,4590,None or anganwadi
107,1116059,95,Anna,08172013,7054,1,0,1,NA,1,1983,0,3043,82,1,82,4,1,,PUSSKARNA,2,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2746,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.56667,NA,1,1983,2172,None or anganwadi
108,1117006,52,Grace,11202014,7451,0,0,1,0,2,1970,5,3878,32,1,32,1,2,,BARVA,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3344,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,MAZDOORI KARNE,124.18333,NA,1,1970,2704,5
109,1117028,60,Sam,12132013,6851,1,0,1,0,1,55,5,3579,50,1,50,1,2,,SHARMA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.18333,NA,1,54,1016,5
110,1117032,43,Sam,10162013,9212,1,0,1,0,2,35,0,2364,20,4,13,4,6,,BHAAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,1,1,3462,2,NA,NA,NA,1,1,3192,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,153.53334,NA,1,34,2914,None or anganwadi
111,1117036,46,Joseph,10272014,6707,1,0,1,0,1,72,10,1837,80,1,80,3,1,,GURJAR,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3318,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,111.78333,NA,1,71,2807,10
112,1117048,53,Grace,11142013,7936,0,0,1,0,2,1978,0,2242,45,1,16,1,2,,MALI,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2828,2,NA,NA,NA,1,1,2988,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,132.26666,NA,1,1978,1645,None or anganwadi
113,1117058,51,Sam,09102014,6236,1,0,1,NA,2,25,0,1863,6,1,6,2,2,,KOHLI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2683,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,103.93333,NA,1,24,897,None or anganwadi
114,1118014,69,Grace,09132013,7836,1,0,1,0,2,26,0,1857,28,1,28,1,2,,CHHIPI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.60001,NA,1,25,2838,None or anganwadi
115,1118034,74,Sam,10102014,7918,1,0,1,NA,1,25,9,1395,25,1,25,1,1,, BAGRA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,2,2687,2,NA,NA,NA,1,1,2875,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.96666,NA,1,24,2555,9
116,1118036,65,John,11292014,6059,1,0,1,0,1,60,3,2699,60,2,60,3,9,,MEENA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2891,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,100.98333,NA,1,59,2936,3
117,1118047,73,Benjamin,10242013,8309,1,0,1,1,1,60,0,2583,60,1,30,1,1,,"BAGRE,",NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,3474,1,1,1,NA,1,1,3267,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.48334,NA,1,59,3200,None or anganwadi
118,1118049,94,Benjamin,08212013,7782,0,0,1,0,2,1988,0,3375,65,1,65,3,1,,MALI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.7,NA,1,1988,3341,None or anganwadi
119,1119005,33,Anna,08192014,6237,1,0,1,1,2,45,0,4161,30,1,30,3,2,,MEO,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,103.95,NA,1,44,1936,None or anganwadi
120,1119020,36,Sam,12182013,6423,1,0,1,0,2,1979,0,2914,25,1,25,2,1,,GUJAR,1,0,1,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.05,NA,1,1979,2243,None or anganwadi
121,1119025,49,Sam,11242014,7282,1,0,1,0,2,30,0,1704,60,1,60,2,2,,MUSLIM,5,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.36667,NA,1,29,2085,None or anganwadi
122,1119039,35,Grace,08282013,6208,1,0,1,1,1,50,7,3258,55,2,20,2,1,,AHIR,2,0,1,1,1,3443,0,NA,0,NA,1,1,2939,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,103.46667,NA,1,49,2666,7
123,1119046,63,Joseph,10122013,8591,1,0,1,0,1,60,10,2624,60,2,60,3,1,,YADAV,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3419,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,143.18333,NA,1,59,2510,10
124,1119048,61,Sam,09232014,7520,1,0,1,0,1,38,8,1564,38,1,38,4,1,,YADAV,2,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2730,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.33334,NA,1,37,1953,8
125,1119051,48,Anna,08292014,8785,1,0,1,1,1,80,0,2044,80,1,80,1,2,,MEO,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,146.41667,NA,1,79,1940,None or anganwadi
126,1201002,144,Mary,08132014,7151,1,0,1,NA,1,54,14,2704,4,2,4,3,6,,GUPTA,NA,1,1,1,NA,2692,0,NA,0,NA,1,1,2607,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.18333,NA,1,53,657,Graduate
127,1201011,702,Benjamin,10282014,7408,1,0,1,0,2,30,12,4781,5,2,5,4,6,,SHARMA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3120,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.46667,NA,1,29,3194,12
128,1201027,716,Benjamin,09212014,9870,0,0,1,0,1,45,8,1476,18,1,12,2,5,,BRAHMAN,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2759,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,164.5,NA,1,44,1749,8
129,1201052,689,Benjamin,12192014,5610,1,0,1,0,1,70,8,3999,10,1,10,4,9,,BHATIA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,3,2996,2,NA,NA,NA,1,1,2626,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,93.5,NA,1,69,2539,8
130,1201055,688,Benjamin,12142014,9222,1,0,1,0,2,48,0,3332,20,2,20,2,3,,SINGALKAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,153.7,NA,1,47,2283,None or anganwadi
131,1202004,146,Grace,08132014,7402,1,0,1,1,1,50,4,4489,24,1,24,1,2,,BAIRWA.,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3260,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.36667,NA,1,49,1237,4
132,1202007,135,Sam,10232014,7639,1,1,1,1,1,22,0,1417,22,3,22,3,2,,NAGAURI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.31667,NA,1,21,1171,None or anganwadi
133,1202015,130,Anna,12212013,8350,1,0,1,0,1,73,15,3842,15,1,15,3,9,,RAJPUT,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,3,2560,1,1,1,NA,1,3,2901,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,139.16667,NA,1,72,2310,Post-graduate
134,1202018,124,Grace,11222013,7615,1,0,1,1,2,46,14,1191,20,2,20,2,6,,RAJPUT,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2514,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,126.91666,NA,1,45,2056,Graduate
135,1202020,119,Grace,08192013,7775,1,0,1,1,2,26,10,2767,15,1,15,3,8,,SHARMA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3372,2,NA,NA,NA,1,1,2580,2,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.58333,NA,1,25,794,10
136,1202030,154,Benjamin,08122013,6435,1,0,1,0,1,22,8,5830,15,1,15,1,2,,NAGORI,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2506,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.25,NA,1,21,2017,8
137,1202052,155,Caroline,11242014,7373,1,0,1,1,1,1972,0,2560,30,1,30,3,2,,NAGAURI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3294,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.88333,NA,1,1972,3079,None or anganwadi
138,1202066,158,Benjamin,09192014,7818,1,0,1,0,1,1990,10,2187,8,1,8,1,6,,MEENA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3106,2,NA,NA,NA,1,1,2811,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.3,NA,1,1990,4612,10
139,1203010,125,Mary,08112013,8631,1,0,1,0,1,32,0,2631,13,2,13,3,2,,MAHAVAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3086,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,143.85001,NA,1,31,2646,None or anganwadi
140,1203029,132,David,08292013,8280,1,0,1,0,2,1987,14,2762,57,2,57,4,4,,MALIK,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3139,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138,NA,1,1987,1870,Graduate
141,1203036,134,Peter,08152013,7584,1,0,1,0,2,1987,15,2282,52,1,52,3,6,,PUNJABI,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,3,2735,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,126.4,NA,1,1987,3204,Post-graduate
142,1203060,147,Anna,09132013,7063,1,0,1,0,2,35,10,3400,35,1,35,2,10,,SAXENA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,2,137,2,NA,NA,NA,1,1,2689,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.71667,NA,1,34,2707,10
143,1203071,151,Sam,08202014,5386,1,0,1,0,1,32,14,1976,31,3,31,3,10,,GUPTA.,2,1,0,1,1,3492,0,NA,1,1,1,3,3442,2,NA,NA,NA,1,1,2634,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,89.76667,NA,1,31,1724,Graduate
